Positionarray,Intensity,Time,Bleachtimepoint
,37.491,,
,41.440,,
,44.806,,
,52.245,,
,45.202,,
,1010.530,,
,1049.420,,
,1245.474,,
,1246.924,,
,1094.155,,
,1404.264,,
,1443.218,,
,1498.471,,
,1539.704,,
,1534.743,,
,1474.089,,
,1243.287,,
,1264.756,,
,1002.586,,
,936.722,,
,1106.396,,
,1243.662,,
,1104.774,,
,1261.441,,
,1245.891,,
,1072.142,,
,1083.805,,
,1160.710,,
,1209.909,,
,1252.145,,
,1403.807,,
,1543.611,,
,1405.680,,
,1378.682,,
,1148.908,,
,956.647,,
,945.501,,
,990.416,,
,1053.082,,
,1053.122,,
,915.531,,
,1031.277,,
,1114.702,,
,1182.946,,
,1647.077,,
,2185.209,,
,2767.413,,
,2739.305,,
,2304.779,,
,2260.976,,
,2387.232,,
,2160.734,,
,1978.796,,
,1772.408,,
,1451.430,,
,1364.274,,
,1241.390,,
,1223.742,,
,1124.445,,
,1370.069,,
,1388.883,,
,1279.503,,
,1308.022,,
,1277.791,,
,1416.909,,
,1330.425,,
,1097.977,,
,1250.050,,
,1056.115,,
,1181.457,,
,1212.336,,
,1114.914,,
,968.070,,
,1090.054,,
,1120.479,,
,1258.994,,
,1211.043,,
,1200.419,,
,1210.737,,
,1203.784,,
,1157.380,,
,1128.868,,
,1238.436,,
,1219.704,,
,1225.615,,
,1313.900,,
,1241.384,,
,1104.794,,
,1080.317,,
,1158.537,,
,1144.147,,
,1200.822,,
,1168.994,,
,1025.795,,
,1060.635,,
,970.652,,
,836.094,,
,913.266,,
,691.153,,
,792.279,,
,823.246,,
,727.636,,
,737.642,,
,812.541,,
,950.612,,
,760.338,,
,755.755,,
,846.326,,
,741.946,,
,935.400,,
,1014.188,,
,992.940,,
,1072.358,,
,1065.827,,
,984.059,,
,1017.598,,
,889.434,,
,892.320,,
,888.084,,
,863.510,,
,879.315,,
,779.229,,
,751.937,,
,725.132,,
,764.460,,
,642.398,,
,731.859,,
,629.987,,
,676.394,,
,704.488,,
,749.507,,
,752.454,,
,811.221,,
,886.698,,
,1012.273,,
,1349.468,,
,1476.374,,
,1582.517,,
,1684.602,,
,1659.048,,
,1445.457,,
,1345.514,,
,1141.421,,
,1146.805,,
,1176.261,,
,1185.211,,
,1155.435,,
,936.793,,
,710.067,,
,828.115,,
,717.746,,
,720.488,,
,824.456,,
,797.051,,
,676.411,,
,584.163,,
,560.117,,
,556.694,,
,471.758,,
,452.495,,
,628.430,,
,502.401,,
,493.004,,
,554.938,,
,442.620,,
,421.254,,
,412.570,,
,307.603,,
,398.665,,
,400.412,,
,399.107,,
,291.324,,
,320.263,,
,351.568,,
,348.743,,
,345.513,,
,352.362,,
,330.928,,
,345.452,,
,355.367,,
,272.003,,
,285.614,,
,239.749,,
,238.563,,
,228.342,,
,193.923,,
,252.378,,
,209.261,,
,227.683,,
,345.954,,
,373.367,,
,305.145,,
,242.216,,
,231.249,,
,238.328,,
,285.241,,
,282.114,,
,292.318,,
,204.425,,
,225.986,,
,165.524,,
,149.816,,
,176.189,,
,219.751,,
,210.232,,
,189.401,,
,162.266,,
,178.118,,
,152.630,,
,129.530,,
,170.305,,
,178.594,,
,150.751,,
,130.186,,
,115.190,,
,157.379,,
,180.985,,
,139.873,,
,131.285,,
,115.029,,
,152.519,,
,111.887,,
,88.809,,
,116.066,,
,143.241,,
,130.538,,
,96.126,,
,64.989,,
,111.624,,
,131.329,,
,73.206,,
,69.254,,
,93.898,,
,115.729,,
,77.827,,
,104.892,,
,49.410,,
,61.913,,
,65.357,,
,73.190,,
,104.720,,
,93.504,,
,69.069,,
,90.694,,
,99.872,,
,69.866,,
,97.264,,
,74.375,,
,37.578,,
,54.032,,
,51.093,,
,82.488,,
,51.524,,
,57.998,,
,53.772,,
,62.967,,
,51.501,,
,27.892,,
,23.123,,
,61.748,,
,32.487,,
,40.212,,
,69.848,,
,68.847,,
,78.710,,
,86.854,,
,61.886,,
,28.827,,
,49.347,,
,32.715,,
,52.723,,
,59.962,,
,53.318,,
,50.602,,
,53.005,,
,59.833,,
,52.811,,
,55.382,,
,41.387,,
,22.222,,
,55.788,,
,26.278,,
,19.409,,
,37.731,,
,35.240,,
,46.020,,
,78.528,,
,61.942,,
,86.875,,
,41.384,,
,25.968,,
,53.480,,
,40.372,,
,30.283,,
,17.096,,
,39.067,,
,40.577,,
,32.511,,
,79.942,,
,36.366,,
,33.131,,
,14.983,,
,75.704,,
,52.778,,
,89.266,,
,44.026,,
,33.581,,
,35.818,,
,59.706,,
,38.917,,
,36.301,,
,68.190,,
,55.593,,
,43.967,,
,53.513,,
,35.343,,
,60.008,,
,37.769,,
,35.108,,
,50.545,,
,22.686,,
,33.150,,
,61.542,,
,61.256,,
,65.433,,
,47.847,,
,37.496,,
,56.889,,
,57.001,,
,27.816,,
,46.856,,
,54.521,,
,71.427,,
,71.473,,
,74.302,,
,83.488,,
,24.294,,
,30.967,,
,43.182,,
,14.402,,
,37.250,,
,36.129,,
,67.977,,
,35.142,,
,37.222,,
,49.473,,
,46.660,,
,42.422,,
,65.215,,
,79.488,,
,102.153,,
,47.341,,
,57.308,,
,69.530,,
,57.862,,
,22.823,,
,33.114,,
,29.922,,
,60.407,,
,28.096,,
,951.847,,
,973.453,,
,826.519,,
,960.634,,
,983.487,,
,1326.433,,
,1459.534,,
,1572.795,,
,1690.085,,
,1398.894,,
,1210.816,,
,1212.946,,
,1200.812,,
,1137.436,,
,1036.594,,
,1020.220,,
,1168.116,,
,1272.679,,
,1310.880,,
,1260.075,,
,1043.465,,
,1294.814,,
,1355.243,,
,1087.709,,
,981.908,,
,1176.651,,
,1312.897,,
,1366.689,,
,1447.185,,
,1126.539,,
,1093.819,,
,1008.138,,
,1030.621,,
,958.096,,
,1051.722,,
,1121.541,,
,1115.100,,
,1122.217,,
,1115.386,,
,1389.281,,
,2006.898,,
,2664.191,,
,2678.740,,
,2398.605,,
,2191.893,,
,2089.700,,
,1936.042,,
,1735.681,,
,1554.428,,
,1432.535,,
,1271.739,,
,1365.462,,
,1499.286,,
,1395.293,,
,1496.406,,
,1361.831,,
,1353.003,,
,1439.300,,
,1368.350,,
,1415.325,,
,1194.572,,
,1007.709,,
,1161.509,,
,1160.019,,
,1173.186,,
,1242.287,,
,1170.353,,
,1269.326,,
,1253.522,,
,1140.896,,
,1130.200,,
,1310.982,,
,1194.410,,
,1121.533,,
,1152.312,,
,1173.027,,
,1219.807,,
,1183.199,,
,1218.719,,
,1154.422,,
,1022.200,,
,1056.169,,
,1054.436,,
,1006.249,,
,1031.728,,
,1212.508,,
,1131.320,,
,1196.653,,
,1115.846,,
,850.390,,
,956.244,,
,834.985,,
,847.022,,
,849.996,,
,821.409,,
,790.613,,
,807.333,,
,761.841,,
,724.305,,
,814.073,,
,980.427,,
,932.038,,
,804.472,,
,884.155,,
,972.146,,
,793.865,,
,967.794,,
,990.205,,
,972.024,,
,1036.356,,
,1033.557,,
,978.839,,
,942.928,,
,884.104,,
,986.274,,
,876.428,,
,721.976,,
,777.715,,
,660.062,,
,704.005,,
,683.289,,
,709.827,,
,683.646,,
,630.840,,
,650.331,,
,561.430,,
,585.327,,
,682.485,,
,796.090,,
,1156.044,,
,1309.970,,
,1475.296,,
,1529.843,,
,1614.695,,
,1666.190,,
,1433.262,,
,1209.586,,
,1206.270,,
,1147.834,,
,1207.058,,
,1111.578,,
,881.837,,
,984.368,,
,925.413,,
,943.277,,
,903.156,,
,881.851,,
,814.650,,
,688.628,,
,748.885,,
,620.675,,
,613.716,,
,575.597,,
,611.155,,
,584.711,,
,669.302,,
,530.004,,
,511.060,,
,425.111,,
,510.187,,
,432.003,,
,330.651,,
,372.052,,
,341.530,,
,489.945,,
,414.951,,
,419.878,,
,439.111,,
,427.904,,
,393.598,,
,371.832,,
,407.300,,
,459.830,,
,510.290,,
,391.631,,
,322.777,,
,240.661,,
,264.168,,
,305.081,,
,363.614,,
,316.971,,
,397.654,,
,362.617,,
,363.419,,
,343.017,,
,360.167,,
,382.206,,
,317.485,,
,254.853,,
,291.632,,
,414.672,,
,414.584,,
,268.784,,
,188.313,,
,285.493,,
,290.046,,
,229.985,,
,256.622,,
,170.929,,
,230.503,,
,218.353,,
,288.410,,
,240.872,,
,281.759,,
,268.457,,
,189.717,,
,210.142,,
,211.098,,
,185.630,,
,181.230,,
,130.975,,
,182.860,,
,142.708,,
,173.056,,
,179.523,,
,132.099,,
,149.861,,
,130.174,,
,112.726,,
,112.197,,
,115.311,,
,113.788,,
,110.278,,
,115.482,,
,153.996,,
,128.625,,
,68.026,,
,89.416,,
,88.421,,
,51.292,,
,119.680,,
,104.813,,
,165.594,,
,130.426,,
,97.388,,
,132.789,,
,92.598,,
,82.493,,
,80.395,,
,87.530,,
,67.842,,
,71.093,,
,71.114,,
,63.907,,
,53.932,,
,74.853,,
,65.168,,
,54.966,,
,66.578,,
,81.184,,
,79.463,,
,59.660,,
,111.714,,
,74.892,,
,54.058,,
,39.821,,
,54.183,,
,87.492,,
,83.422,,
,50.641,,
,65.640,,
,63.159,,
,28.544,,
,35.614,,
,35.229,,
,50.597,,
,48.743,,
,49.894,,
,58.509,,
,57.450,,
,66.753,,
,87.604,,
,74.417,,
,51.749,,
,73.363,,
,48.867,,
,37.228,,
,45.808,,
,31.658,,
,38.726,,
,59.865,,
,105.054,,
,64.295,,
,31.853,,
,52.299,,
,74.783,,
,40.326,,
,9.962,,
,51.984,,
,40.641,,
,45.944,,
,42.089,,
,42.257,,
,62.192,,
,51.734,,
,78.152,,
,87.298,,
,48.002,,
,67.422,,
,50.622,,
,53.615,,
,86.413,,
,50.872,,
,45.740,,
,59.362,,
,49.717,,
,40.331,,
,37.381,,
,32.089,,
,80.496,,
,78.775,,
,51.951,,
,38.007,,
,44.249,,
,59.892,,
,40.284,,
,48.883,,
,35.198,,
,45.168,,
,44.940,,
,43.603,,
,42.207,,
,53.683,,
,51.552,,
,35.008,,
,49.569,,
,55.207,,
,56.690,,
,29.445,,
,39.753,,
,33.420,,
,59.600,,
,28.176,,
,66.942,,
,45.095,,
,36.618,,
,43.452,,
,50.262,,
,56.560,,
,62.803,,
,37.112,,
,67.654,,
,42.600,,
,62.895,,
,66.037,,
,44.823,,
,91.909,,
,61.238,,
,90.897,,
,48.898,,
,80.455,,
,47.546,,
,49.304,,
,31.567,,
,61.312,,
,860.117,,
,918.327,,
,1071.914,,
,1040.867,,
,1359.786,,
,1252.403,,
,1457.075,,
,1571.901,,
,1413.626,,
,1363.813,,
,1287.059,,
,1044.056,,
,897.364,,
,1016.048,,
,1095.290,,
,1084.711,,
,1146.510,,
,1078.424,,
,973.039,,
,1116.993,,
,1149.478,,
,1046.909,,
,1162.455,,
,1219.022,,
,1171.953,,
,1142.857,,
,1237.924,,
,1231.223,,
,1293.210,,
,1126.250,,
,991.593,,
,902.648,,
,866.211,,
,1111.212,,
,1111.183,,
,1216.878,,
,1064.204,,
,1198.614,,
,1447.503,,
,1685.434,,
,2390.859,,
,2620.967,,
,2543.976,,
,2357.408,,
,2327.122,,
,2036.760,,
,1960.205,,
,1925.232,,
,1692.978,,
,1298.721,,
,1253.431,,
,1287.228,,
,1148.769,,
,1416.005,,
,1444.329,,
,1366.000,,
,1289.792,,
,1261.179,,
,1259.801,,
,1175.245,,
,1246.828,,
,1335.975,,
,1204.591,,
,1250.752,,
,1078.359,,
,1133.526,,
,1058.208,,
,1272.413,,
,1196.547,,
,1262.121,,
,1377.884,,
,1225.862,,
,1281.818,,
,1269.104,,
,1337.169,,
,1265.138,,
,1182.489,,
,1287.418,,
,1062.296,,
,1057.810,,
,1062.667,,
,1044.994,,
,1168.434,,
,1068.602,,
,939.884,,
,946.790,,
,906.531,,
,1015.503,,
,1028.292,,
,1006.296,,
,999.836,,
,924.659,,
,776.936,,
,811.583,,
,794.109,,
,841.446,,
,907.866,,
,917.046,,
,816.601,,
,769.435,,
,854.464,,
,868.916,,
,912.779,,
,803.699,,
,820.032,,
,805.072,,
,791.145,,
,914.163,,
,1066.245,,
,1050.455,,
,998.981,,
,858.421,,
,1003.795,,
,784.493,,
,900.715,,
,923.492,,
,870.965,,
,877.120,,
,819.329,,
,632.280,,
,703.513,,
,522.459,,
,554.037,,
,419.975,,
,548.071,,
,583.426,,
,642.985,,
,735.071,,
,895.056,,
,1118.326,,
,1333.393,,
,1479.119,,
,1726.445,,
,1659.744,,
,1689.380,,
,1405.056,,
,1384.870,,
,1339.086,,
,1322.982,,
,1100.195,,
,1131.117,,
,1021.290,,
,870.292,,
,890.775,,
,933.330,,
,786.442,,
,842.606,,
,930.024,,
,679.761,,
,612.978,,
,589.980,,
,555.655,,
,591.256,,
,523.552,,
,556.978,,
,620.813,,
,582.763,,
,572.540,,
,498.331,,
,447.604,,
,447.076,,
,414.450,,
,415.804,,
,276.710,,
,454.794,,
,520.552,,
,377.440,,
,487.894,,
,503.037,,
,524.059,,
,553.702,,
,473.324,,
,532.663,,
,395.363,,
,359.823,,
,412.503,,
,390.661,,
,333.726,,
,334.279,,
,326.199,,
,338.326,,
,352.487,,
,351.659,,
,436.107,,
,440.460,,
,329.115,,
,242.065,,
,296.779,,
,333.835,,
,364.658,,
,382.313,,
,442.076,,
,421.478,,
,281.579,,
,259.656,,
,328.504,,
,393.172,,
,351.682,,
,397.258,,
,449.252,,
,288.392,,
,308.624,,
,336.357,,
,283.598,,
,235.587,,
,202.464,,
,184.771,,
,183.748,,
,205.779,,
,189.440,,
,221.238,,
,173.901,,
,127.803,,
,171.860,,
,183.107,,
,175.995,,
,218.768,,
,166.565,,
,150.955,,
,147.864,,
,137.647,,
,117.499,,
,121.842,,
,88.139,,
,119.841,,
,104.617,,
,77.366,,
,121.619,,
,113.914,,
,90.261,,
,105.711,,
,89.797,,
,125.866,,
,116.346,,
,147.514,,
,177.422,,
,142.080,,
,85.648,,
,117.177,,
,150.210,,
,98.202,,
,109.182,,
,105.825,,
,78.421,,
,94.495,,
,111.142,,
,66.418,,
,114.093,,
,54.347,,
,88.587,,
,108.957,,
,103.136,,
,70.655,,
,35.949,,
,64.797,,
,75.138,,
,49.253,,
,59.458,,
,70.300,,
,72.987,,
,57.230,,
,54.607,,
,54.403,,
,104.073,,
,43.733,,
,31.248,,
,66.219,,
,48.281,,
,32.555,,
,43.606,,
,66.641,,
,59.625,,
,121.320,,
,100.308,,
,46.029,,
,34.988,,
,20.415,,
,30.606,,
,58.055,,
,94.382,,
,51.951,,
,78.144,,
,41.898,,
,62.623,,
,99.837,,
,52.578,,
,51.641,,
,38.548,,
,44.555,,
,93.024,,
,104.188,,
,108.684,,
,81.696,,
,72.245,,
,57.176,,
,66.183,,
,45.678,,
,31.276,,
,42.566,,
,27.681,,
,20.401,,
,47.785,,
,69.182,,
,90.455,,
,90.788,,
,76.645,,
,36.161,,
,62.382,,
,59.076,,
,68.531,,
,70.791,,
,72.497,,
,63.397,,
,79.691,,
,31.518,,
,20.072,,
,33.694,,
,35.373,,
,63.238,,
,69.901,,
,52.600,,
,42.753,,
,42.274,,
,52.871,,
,54.880,,
,20.760,,
,71.576,,
,48.004,,
,50.912,,
,48.456,,
,36.456,,
,76.488,,
,35.876,,
,59.679,,
,56.070,,
,44.720,,
,25.454,,
,30.137,,
,27.059,,
,63.792,,
,69.590,,
,63.787,,
,73.045,,
,52.548,,
,59.985,,
,89.714,,
,73.139,,
,50.931,,
,60.522,,
,35.356,,
,87.863,,
,37.385,,
,33.096,,
,31.517,,
,58.467,,
,919.146,,
,744.410,,
,909.893,,
,995.465,,
,1043.021,,
,1278.529,,
,1553.281,,
,1575.276,,
,1529.142,,
,1349.749,,
,1347.042,,
,1282.403,,
,1200.862,,
,1132.373,,
,1334.869,,
,1284.710,,
,1254.520,,
,1130.661,,
,1159.718,,
,1140.368,,
,1013.728,,
,1118.129,,
,1261.676,,
,1144.796,,
,1115.415,,
,1254.496,,
,1224.183,,
,1220.732,,
,1131.331,,
,964.575,,
,1265.044,,
,1186.685,,
,1043.827,,
,979.517,,
,993.581,,
,894.214,,
,1087.098,,
,1115.312,,
,1362.837,,
,1766.471,,
,2173.518,,
,2562.178,,
,2470.802,,
,2521.054,,
,2137.543,,
,2179.923,,
,1918.977,,
,1564.933,,
,1446.536,,
,1356.889,,
,1345.795,,
,1303.880,,
,1343.321,,
,1350.375,,
,1470.740,,
,1389.951,,
,1340.098,,
,1286.463,,
,1231.330,,
,1082.715,,
,1206.878,,
,1108.958,,
,1021.194,,
,1034.846,,
,1048.128,,
,1007.327,,
,976.577,,
,1111.628,,
,1172.151,,
,1238.549,,
,1165.434,,
,1376.020,,
,1206.650,,
,1254.562,,
,1147.371,,
,1217.697,,
,1244.029,,
,1175.130,,
,1115.254,,
,1185.127,,
,1094.596,,
,916.196,,
,959.251,,
,982.058,,
,1039.411,,
,1029.070,,
,1099.607,,
,1120.949,,
,969.907,,
,964.568,,
,985.337,,
,1059.299,,
,856.600,,
,789.389,,
,997.869,,
,1049.641,,
,927.625,,
,1022.034,,
,866.538,,
,791.766,,
,776.401,,
,783.431,,
,848.649,,
,1021.846,,
,908.832,,
,984.966,,
,930.605,,
,1031.758,,
,1046.795,,
,1100.193,,
,985.912,,
,1008.536,,
,836.511,,
,874.389,,
,855.280,,
,856.102,,
,896.918,,
,818.435,,
,673.608,,
,684.070,,
,603.445,,
,603.930,,
,689.651,,
,639.512,,
,582.704,,
,663.248,,
,630.953,,
,832.718,,
,899.971,,
,1092.034,,
,1419.971,,
,1455.739,,
,1653.869,,
,1610.383,,
,1638.014,,
,1402.441,,
,1333.962,,
,1238.190,,
,1206.412,,
,1324.525,,
,1208.095,,
,1179.058,,
,838.676,,
,780.817,,
,792.460,,
,779.523,,
,857.385,,
,832.733,,
,668.010,,
,655.211,,
,542.999,,
,684.836,,
,723.921,,
,571.022,,
,669.844,,
,562.617,,
,478.564,,
,571.124,,
,555.416,,
,450.704,,
,416.228,,
,491.566,,
,602.286,,
,445.734,,
,469.365,,
,539.782,,
,598.396,,
,613.291,,
,527.660,,
,524.908,,
,413.244,,
,402.573,,
,357.639,,
,419.372,,
,474.920,,
,431.126,,
,434.346,,
,291.831,,
,394.960,,
,438.924,,
,342.993,,
,338.092,,
,425.965,,
,323.057,,
,371.420,,
,374.195,,
,475.006,,
,376.107,,
,438.466,,
,374.733,,
,401.310,,
,408.998,,
,300.294,,
,323.000,,
,314.356,,
,355.587,,
,412.010,,
,302.780,,
,363.718,,
,413.367,,
,357.015,,
,376.649,,
,340.991,,
,340.009,,
,255.587,,
,219.515,,
,235.853,,
,302.759,,
,296.567,,
,334.634,,
,263.452,,
,239.073,,
,201.686,,
,194.547,,
,253.762,,
,204.690,,
,209.569,,
,219.243,,
,214.532,,
,210.124,,
,184.096,,
,95.128,,
,106.991,,
,110.049,,
,224.068,,
,162.437,,
,142.096,,
,126.411,,
,176.861,,
,147.185,,
,157.832,,
,129.400,,
,222.519,,
,227.833,,
,161.346,,
,235.585,,
,204.092,,
,230.891,,
,171.773,,
,144.411,,
,186.513,,
,206.895,,
,159.702,,
,144.578,,
,168.166,,
,73.967,,
,78.205,,
,107.094,,
,75.762,,
,117.834,,
,82.132,,
,51.722,,
,45.695,,
,96.506,,
,76.011,,
,61.522,,
,82.470,,
,85.649,,
,81.649,,
,56.494,,
,115.953,,
,98.860,,
,114.372,,
,114.061,,
,90.157,,
,71.724,,
,77.504,,
,87.086,,
,93.898,,
,96.647,,
,72.673,,
,106.627,,
,79.906,,
,83.407,,
,33.927,,
,54.867,,
,49.542,,
,73.749,,
,80.198,,
,46.562,,
,33.914,,
,62.413,,
,68.369,,
,90.219,,
,95.917,,
,28.106,,
,45.490,,
,30.234,,
,104.947,,
,92.472,,
,62.517,,
,48.552,,
,28.605,,
,65.827,,
,49.694,,
,90.328,,
,59.402,,
,50.048,,
,75.397,,
,29.472,,
,44.530,,
,57.594,,
,59.117,,
,44.231,,
,19.807,,
,56.668,,
,59.948,,
,38.001,,
,32.443,,
,63.783,,
,64.361,,
,76.291,,
,34.172,,
,47.284,,
,62.739,,
,45.347,,
,43.902,,
,51.205,,
,93.556,,
,63.095,,
,37.368,,
,69.605,,
,32.542,,
,58.168,,
,49.425,,
,78.259,,
,64.334,,
,46.086,,
,49.390,,
,55.874,,
,56.419,,
,52.953,,
,64.734,,
,35.698,,
,41.108,,
,63.883,,
,28.934,,
,29.940,,
,57.549,,
,84.295,,
,52.431,,
,75.516,,
,85.345,,
,40.496,,
,64.604,,
,59.145,,
,65.068,,
,55.072,,
,61.371,,
,82.078,,
,70.312,,
,37.194,,
,44.332,,
,37.989,,
,80.103,,
,838.398,,
,798.199,,
,913.334,,
,1052.968,,
,1097.582,,
,1182.782,,
,1358.934,,
,1407.376,,
,1443.598,,
,1299.467,,
,1484.213,,
,1389.752,,
,1323.236,,
,1361.481,,
,1340.969,,
,1023.257,,
,1006.371,,
,1006.157,,
,886.167,,
,1120.812,,
,1356.037,,
,1174.705,,
,1171.434,,
,1237.247,,
,1083.393,,
,1085.682,,
,1241.530,,
,1190.442,,
,1171.919,,
,1069.876,,
,936.546,,
,970.173,,
,901.365,,
,1029.229,,
,931.120,,
,1083.076,,
,1152.451,,
,1110.509,,
,1379.353,,
,1615.357,,
,2332.823,,
,2956.136,,
,2771.501,,
,2339.268,,
,2240.425,,
,1899.346,,
,1869.258,,
,1716.457,,
,1771.341,,
,1491.617,,
,1424.240,,
,1336.646,,
,1427.800,,
,1334.745,,
,1357.775,,
,1540.121,,
,1414.650,,
,1381.899,,
,1322.502,,
,1323.008,,
,1204.186,,
,1147.630,,
,1051.399,,
,1045.302,,
,1119.822,,
,1128.543,,
,1145.341,,
,1063.172,,
,1098.667,,
,1031.062,,
,1162.970,,
,1347.076,,
,1276.309,,
,1250.718,,
,1238.020,,
,1169.518,,
,1237.524,,
,1245.179,,
,1218.581,,
,1147.843,,
,1002.235,,
,1104.824,,
,1096.204,,
,1000.855,,
,1110.019,,
,1155.992,,
,1108.366,,
,1081.099,,
,1138.161,,
,1038.251,,
,1055.057,,
,1120.783,,
,922.176,,
,877.743,,
,816.776,,
,784.943,,
,746.403,,
,800.924,,
,888.958,,
,877.235,,
,863.579,,
,809.140,,
,876.813,,
,846.445,,
,922.905,,
,872.714,,
,866.448,,
,927.817,,
,927.030,,
,990.489,,
,1135.404,,
,1003.342,,
,876.076,,
,993.530,,
,998.994,,
,1084.650,,
,832.176,,
,776.833,,
,725.767,,
,731.028,,
,635.543,,
,653.823,,
,649.893,,
,650.368,,
,602.308,,
,541.289,,
,699.695,,
,805.633,,
,792.428,,
,1131.769,,
,1263.219,,
,1350.714,,
,1497.705,,
,1509.813,,
,1616.593,,
,1375.283,,
,1410.220,,
,1211.212,,
,1184.658,,
,1192.122,,
,1005.309,,
,1169.519,,
,902.870,,
,862.708,,
,921.738,,
,1038.977,,
,1052.187,,
,780.566,,
,819.789,,
,720.197,,
,601.500,,
,641.552,,
,577.456,,
,609.248,,
,552.885,,
,686.797,,
,762.976,,
,551.439,,
,562.671,,
,652.266,,
,592.573,,
,458.321,,
,434.151,,
,524.390,,
,549.730,,
,595.630,,
,548.703,,
,657.210,,
,558.395,,
,410.610,,
,387.261,,
,433.199,,
,460.883,,
,425.894,,
,343.870,,
,311.813,,
,409.869,,
,307.036,,
,352.457,,
,372.150,,
,423.958,,
,397.779,,
,360.726,,
,371.914,,
,345.108,,
,367.490,,
,413.452,,
,339.593,,
,416.944,,
,378.310,,
,383.593,,
,447.987,,
,425.003,,
,423.081,,
,493.028,,
,368.352,,
,375.062,,
,343.994,,
,368.646,,
,403.094,,
,321.874,,
,275.323,,
,283.496,,
,290.945,,
,346.513,,
,295.290,,
,307.007,,
,424.044,,
,369.338,,
,339.016,,
,321.545,,
,376.838,,
,370.190,,
,272.571,,
,210.527,,
,248.265,,
,211.577,,
,241.676,,
,184.960,,
,205.575,,
,124.517,,
,132.449,,
,131.889,,
,92.267,,
,133.986,,
,130.152,,
,143.366,,
,154.530,,
,228.558,,
,193.663,,
,180.839,,
,195.651,,
,228.974,,
,198.463,,
,232.517,,
,225.930,,
,279.914,,
,194.302,,
,226.480,,
,216.954,,
,223.895,,
,185.932,,
,174.611,,
,122.819,,
,138.520,,
,94.903,,
,101.992,,
,108.191,,
,97.366,,
,140.080,,
,136.051,,
,130.505,,
,111.024,,
,147.987,,
,155.770,,
,112.632,,
,96.101,,
,97.878,,
,81.346,,
,103.961,,
,116.420,,
,90.824,,
,65.601,,
,60.306,,
,69.102,,
,108.251,,
,119.956,,
,109.177,,
,90.030,,
,48.714,,
,51.382,,
,58.125,,
,57.372,,
,109.316,,
,64.604,,
,44.921,,
,57.972,,
,85.402,,
,102.002,,
,69.937,,
,45.901,,
,80.617,,
,75.104,,
,80.459,,
,84.738,,
,65.153,,
,93.605,,
,63.821,,
,42.850,,
,41.117,,
,44.582,,
,91.555,,
,83.980,,
,57.730,,
,77.490,,
,52.942,,
,43.220,,
,27.925,,
,67.416,,
,67.042,,
,82.487,,
,94.975,,
,38.069,,
,71.515,,
,58.600,,
,56.312,,
,83.864,,
,48.921,,
,36.831,,
,35.101,,
,43.772,,
,43.274,,
,42.541,,
,76.235,,
,62.240,,
,65.999,,
,88.786,,
,78.130,,
,76.688,,
,38.408,,
,84.211,,
,65.277,,
,34.880,,
,35.362,,
,28.481,,
,36.951,,
,57.141,,
,49.013,,
,102.071,,
,54.804,,
,69.390,,
,56.707,,
,52.873,,
,47.681,,
,27.103,,
,37.672,,
,36.587,,
,46.015,,
,73.472,,
,65.139,,
,77.040,,
,71.015,,
,86.993,,
,45.189,,
,79.774,,
,43.573,,
,69.677,,
,49.514,,
,29.427,,
,93.132,,
,61.920,,
,68.420,,
,49.121,,
,57.743,,
,80.369,,
,944.436,,
,856.661,,
,923.137,,
,906.363,,
,1215.413,,
,1389.066,,
,1459.521,,
,1496.710,,
,1458.942,,
,1255.061,,
,1206.294,,
,1259.300,,
,1412.716,,
,1194.508,,
,1017.945,,
,1161.847,,
,1032.385,,
,963.544,,
,1001.807,,
,950.457,,
,931.518,,
,993.749,,
,957.540,,
,1025.344,,
,1134.045,,
,1162.642,,
,1274.526,,
,1350.211,,
,1425.083,,
,1203.557,,
,974.902,,
,1074.115,,
,820.159,,
,790.060,,
,909.252,,
,1010.804,,
,1054.996,,
,1061.316,,
,1321.839,,
,1437.268,,
,2376.008,,
,2597.749,,
,2377.598,,
,2277.723,,
,2122.399,,
,2120.355,,
,2025.840,,
,1834.659,,
,1429.713,,
,1382.512,,
,1213.342,,
,1208.244,,
,1270.115,,
,1435.785,,
,1402.902,,
,1488.647,,
,1394.657,,
,1422.376,,
,1548.166,,
,1159.683,,
,1166.074,,
,1118.125,,
,1014.944,,
,985.246,,
,1078.932,,
,1048.032,,
,1101.670,,
,1069.691,,
,1135.380,,
,1090.094,,
,1142.474,,
,1168.174,,
,1160.546,,
,1255.442,,
,1226.079,,
,1019.899,,
,1049.363,,
,1112.549,,
,1062.409,,
,1080.302,,
,1079.332,,
,937.449,,
,1009.362,,
,1032.728,,
,1241.825,,
,1143.432,,
,947.470,,
,1227.455,,
,1066.371,,
,1024.990,,
,972.579,,
,1051.372,,
,949.339,,
,940.629,,
,926.803,,
,842.024,,
,790.921,,
,840.113,,
,906.087,,
,830.035,,
,871.179,,
,755.217,,
,857.468,,
,887.192,,
,878.327,,
,913.980,,
,926.314,,
,1032.443,,
,1123.462,,
,999.777,,
,1029.995,,
,935.998,,
,1003.239,,
,851.955,,
,852.563,,
,887.184,,
,685.046,,
,679.796,,
,696.323,,
,703.127,,
,630.033,,
,726.425,,
,646.626,,
,647.678,,
,681.884,,
,578.523,,
,521.514,,
,636.816,,
,819.522,,
,1325.760,,
,1189.132,,
,1401.698,,
,1639.925,,
,1662.896,,
