Positionarray,Intensity,Time,Bleachtimepoint,Bounds
0.000,535.644,2787.60682842,2792.1515615040003,63
0.208,461.344,2788.1299859240003,2845.4114399040004,207
0.415,284.999,2788.64332122,2913.0386445120002,
0.623,355.034,2789.156656516,,
0.830,412.079,2789.6699918080003,,
1.038,329.981,2790.183327108,,
1.245,403.995,2792.1515697960003,,
1.453,411.862,2792.68078938,,
1.661,325.127,2793.1941246760002,,
1.868,326.100,2793.7074599720004,,
2.076,359.211,2794.220795268,,
2.283,349.073,2794.734130564,,
2.491,266.918,2795.2474658600004,,
2.698,334.608,2795.760801156,,
2.906,364.299,2796.274136452,,
3.113,333.259,2796.7874717480004,,
3.321,279.152,2797.300807044,,
3.529,323.858,2797.81414234,,
3.736,314.293,2798.3274776360004,,
3.944,356.166,2798.840812932,,
4.151,317.615,2799.354148228,,
4.359,229.452,2799.8674835240004,,
4.566,225.128,2800.38081882,,
4.774,331.288,2800.894154116,,
4.982,296.614,2801.4074894120004,,
5.189,290.675,2801.920824708,,
5.397,263.060,2802.434160004,,
5.604,318.168,2802.650428804,,
5.812,300.705,2802.797884804,,
6.019,280.156,2803.0457993,,
6.227,345.565,2803.2325769000004,,
6.435,401.658,2803.460830596,,
6.642,441.961,2803.667268996,,
6.850,346.068,2803.844216196,,
7.057,500.621,2804.1707738920004,,
7.265,372.898,2804.526822788,,
7.472,266.234,2804.890547588,,
7.680,263.158,2805.4038828840003,,
7.888,234.817,2805.91721818,,
8.095,320.941,2806.430553476,,
8.303,300.818,2806.9438887720003,,
8.510,321.023,2807.457224068,,
8.718,303.204,2807.970559364,,
8.925,280.140,2808.4838946600003,,
9.133,315.082,2808.997229956,,
9.340,312.342,2809.510565252,,
9.548,344.920,2810.0239005480003,,
9.756,333.784,2810.537235844,,
9.963,346.142,2811.05057114,,
10.171,323.504,2811.5639064360003,,
10.378,319.786,2812.0772417320004,,
10.586,318.641,2812.590577028,,
10.793,272.642,2813.1039123240002,,
11.001,252.018,2813.6172476200004,,
11.209,229.299,2814.130582916,,
11.416,272.464,2814.6439182120002,,
11.624,306.529,2815.1572535080004,,
11.831,259.749,2815.670588804,,
12.039,259.322,2816.1839241000002,,
12.246,377.661,2816.6972593960004,,
12.454,396.766,2817.210594692,,
12.662,337.281,2817.7239299880002,,
12.869,251.729,2818.2372652840004,,
13.077,251.082,2818.75060058,,
13.284,418.725,2819.2639358760002,,
13.492,312.231,2819.7772711720004,,
13.699,246.239,2820.290606468,,
13.907,281.015,2820.8039417640002,,
14.115,254.749,2821.3172770600004,,
14.322,325.402,2821.830612356,,
14.530,237.957,2822.343947652,,
14.737,243.122,2822.8572829480004,,
14.945,299.344,2823.370618244,,
15.152,323.955,2823.88395354,,
15.360,372.596,2824.3972888360004,,
15.567,415.371,2824.910624132,,
15.775,347.471,2825.423959428,,
15.983,315.612,2825.9372947240004,,
16.190,310.035,2826.45063002,,
16.398,262.978,2826.963965316,,
16.605,311.813,2827.4773006120004,,
16.813,351.974,2827.990635908,,
17.020,267.759,2828.503971204,,
17.228,237.252,2829.0173065000004,,
