Positionarray,Intensity,Time,Bleachtimepoint,Bounds
0.000,1294.260,23662.433834088002,23669.16588442,94
0.208,1187.225,23662.947325032,,348
0.415,1176.940,23663.445980264,,
0.623,1435.372,23663.944639592002,,
0.830,1506.742,23664.448210024002,,
1.038,1609.275,23664.946869352003,,
1.245,1427.428,23665.445524584,,
1.453,1637.023,23665.944183912,,
1.661,1455.350,23666.447754344,,
1.868,1106.013,23666.946413672,,
2.076,1509.816,23669.165888616,,
2.283,758.917,23669.68069028,,
2.491,986.892,23670.179349608003,,
2.698,1065.624,23670.678004840003,,
2.906,1263.754,23671.175521384,,
3.113,1094.221,23671.679091816,,
3.321,1244.536,23672.17660836,,
3.529,1329.950,23672.680178792,,
3.736,1163.819,23673.177695336002,,
3.944,1062.526,23673.681265768002,,
4.151,1290.989,23674.178782312003,,
4.359,1124.497,23674.677437544,,
4.566,1111.405,23675.176096872,,
4.774,938.164,23675.67852452,,
4.982,825.573,23676.177183848,,
5.189,1217.358,23676.679611496,,
5.397,1094.816,23677.178270824003,,
5.604,869.434,23677.680698472002,,
5.812,1349.935,23678.1793578,,
6.019,1143.376,23678.681785448003,,
6.227,1054.072,23679.175529576,,
6.435,940.477,23679.679100008,,
6.642,905.307,23680.177759336002,,
6.850,1242.541,23680.681329768002,,
7.057,1323.844,23681.175073896,,
7.265,1016.461,23681.678644328,,
7.472,1142.034,23682.177303656,,
7.680,1069.945,23682.680874088,,
7.888,1092.710,23683.174618216002,,
8.095,1164.400,23683.678188648002,,
8.303,1121.104,23684.176847976003,,
8.510,933.391,23684.680418408003,,
8.718,1069.189,23685.179077736,,
8.925,1101.483,23685.677732968,,
9.133,1157.730,23686.175249512,,
9.340,702.233,23686.678819944,,
9.548,760.242,23687.176336488003,,
9.756,768.864,23687.679906920002,,
9.963,899.170,23688.177423464,,
10.171,967.082,23688.680993896003,,
10.378,1031.767,23689.17851044,,
10.586,803.967,23689.677165672,,
10.793,1068.268,23690.175825000002,,
11.001,674.020,23690.678252648002,,
11.209,916.109,23691.176911976003,,
11.416,851.735,23691.679339624003,,
11.624,847.874,23692.177998952,,
11.831,717.620,23692.6804266,,
12.039,876.245,23693.179085928,,
12.246,1198.850,23693.681513576,,
12.454,971.643,23694.175257704002,,
12.662,904.158,23694.678828136002,,
12.869,1127.209,23695.177487464003,,
13.077,1018.740,23695.679915112003,,
13.284,930.172,23696.17857444,,
13.492,746.486,23696.681002088,,
13.699,849.726,23697.174746216002,,
13.907,867.085,23697.678316648,,
14.115,860.983,23698.176975976003,,
14.322,759.694,23698.680546408003,,
14.530,992.548,23699.179205736,,
14.737,970.781,23699.677860968,,
14.945,1171.174,23700.176520296,,
15.152,1164.502,23700.680090728,,
15.360,1108.151,23701.178750056002,,
15.567,1031.465,23701.677405288003,,
15.775,1187.376,23702.174921832,,
15.983,895.306,23702.678492264,,
16.190,1040.501,23703.176008808,,
16.398,1141.627,23703.67957924,,
16.605,873.129,23704.177095784,,
16.813,1043.538,23704.680666216,,
17.020,983.326,23705.178182760003,,
17.228,982.903,23705.681753192002,,
17.436,1061.916,23706.179269736,,
17.643,920.362,23706.677924968,,
17.851,1118.625,23707.176584296,,
18.058,1323.598,23707.679011944,,
18.266,1137.469,23708.177671272002,,
18.473,910.178,23708.680098920002,,
18.681,875.194,23709.178758248003,,
18.889,912.510,23709.681185896003,,
19.096,794.010,23710.174930024,,
19.304,795.844,23710.678500456,,
19.511,1084.136,23711.177159784,,
19.719,939.309,23711.679587432,,
19.926,1050.311,23712.178246760002,,
20.134,758.865,23712.680674408002,,
20.342,666.526,23713.179333736003,,
20.549,794.593,23713.681761384003,,
20.757,712.514,,,
20.964,779.451,,,
21.172,774.292,,,
21.379,735.894,,,
21.587,747.891,,,
21.794,733.481,,,
22.002,1018.412,,,
22.210,1104.400,,,
22.417,987.244,,,
22.625,1209.496,,,
22.832,1339.240,,,
23.040,901.295,,,
23.247,1370.645,,,
23.455,1619.979,,,
23.663,1442.579,,,
23.870,1382.346,,,
24.078,1395.066,,,
24.285,1132.579,,,
24.493,1139.013,,,
24.700,900.652,,,
24.908,991.694,,,
25.116,701.872,,,
25.323,745.046,,,
25.531,945.335,,,
25.738,832.412,,,
25.946,1016.518,,,
26.153,668.979,,,
26.361,844.375,,,
26.569,711.230,,,
26.776,814.063,,,
26.984,848.216,,,
27.191,975.428,,,
27.399,685.644,,,
27.606,819.570,,,
27.814,761.435,,,
28.021,608.076,,,
28.229,565.412,,,
28.437,718.042,,,
28.644,795.359,,,
28.852,730.522,,,
29.059,699.502,,,
29.267,969.748,,,
29.474,958.815,,,
29.682,822.708,,,
29.890,927.206,,,
30.097,941.698,,,
30.305,833.988,,,
30.512,963.221,,,
30.720,694.117,,,
30.927,679.766,,,
31.135,672.362,,,
31.343,822.604,,,
31.550,802.175,,,
31.758,828.563,,,
31.965,773.552,,,
32.173,795.576,,,
32.380,852.866,,,
32.588,734.601,,,
32.795,702.654,,,
33.003,941.468,,,
33.211,1113.594,,,
33.418,1109.092,,,
33.626,1265.986,,,
33.833,986.285,,,
34.041,999.986,,,
34.248,1049.171,,,
34.456,957.241,,,
34.664,735.282,,,
34.871,919.884,,,
35.079,1042.389,,,
35.286,1164.440,,,
35.494,1123.468,,,
35.701,1248.185,,,
35.909,1232.175,,,
36.117,1285.264,,,
36.324,1414.628,,,
36.532,1495.304,,,
36.739,1383.786,,,
36.947,1320.484,,,
37.154,1243.210,,,
37.362,1302.781,,,
37.570,923.907,,,
37.777,930.657,,,
37.985,1079.936,,,
38.192,1136.555,,,
38.400,1118.434,,,
38.607,1165.403,,,
38.815,1518.268,,,
39.022,1702.533,,,
39.230,1276.542,,,
39.438,944.227,,,
39.645,1002.381,,,
39.853,1066.975,,,
40.060,1063.983,,,
40.268,921.119,,,
40.475,857.632,,,
40.683,823.931,,,
40.891,856.227,,,
41.098,853.099,,,
41.306,931.288,,,
41.513,814.583,,,
41.721,931.908,,,
41.928,931.198,,,
42.136,806.196,,,
42.344,756.007,,,
42.551,811.046,,,
42.759,842.231,,,
42.966,807.929,,,
43.174,853.201,,,
43.381,886.941,,,
43.589,1252.103,,,
43.797,1079.526,,,
44.004,857.441,,,
44.212,827.195,,,
44.419,801.218,,,
44.627,843.133,,,
44.834,801.579,,,
45.042,703.716,,,
45.249,765.808,,,
45.457,798.007,,,
45.665,928.352,,,
45.872,882.024,,,
46.080,753.451,,,
46.287,882.204,,,
46.495,854.966,,,
46.702,803.721,,,
46.910,861.017,,,
47.118,823.774,,,
47.325,794.718,,,
47.533,842.039,,,
47.740,849.176,,,
47.948,885.886,,,
48.155,1029.492,,,
48.363,1036.296,,,
48.571,966.210,,,
48.778,880.412,,,
48.986,767.185,,,
49.193,980.383,,,
49.401,899.181,,,
49.608,768.002,,,
49.816,846.750,,,
50.024,924.169,,,
50.231,998.605,,,
50.439,921.678,,,
50.646,909.748,,,
50.854,949.430,,,
51.061,981.503,,,
51.269,862.425,,,
51.476,686.652,,,
51.684,693.716,,,
51.892,732.323,,,
52.099,768.615,,,
52.307,771.199,,,
52.514,803.542,,,
52.722,934.914,,,
52.929,749.000,,,
53.137,559.803,,,
53.345,694.196,,,
53.552,807.096,,,
53.760,813.986,,,
53.967,832.453,,,
54.175,706.408,,,
54.382,840.997,,,
54.590,1055.565,,,
54.798,1222.608,,,
55.005,1296.720,,,
55.213,1032.804,,,
55.420,1020.836,,,
